Experiment Number,Map Seed,Number of Agents,Agents Seed,Uncertainty,Timeout,initial time,octu Time,initial Min Cost,initial Max Cost,initial uncertainty,initial true cost,octu Min Cost,octu Max Cost,octu uncertainty,final true cost,Sensing Probability,Distribution,Communication
1,96372106,6,10637296,1,60,0.007981300354003906,0.0051915645599365234,37,52,15,52,47,52,5,52,0.25,max,True
2,96372106,6,10637297,1,60,0.10071420669555664,0.00706171989440918,35,46,11,46,42,46,4,46,0.25,max,True
3,96372106,6,10637298,1,60,0.06481242179870605,0.00539088249206543,41,50,9,50,46,50,4,50,0.25,max,True
4,96372106,6,10637299,1,60,4.410481691360474,0.006772041320800781,45,65,20,65,63,65,2,65,0.25,max,True
5,96372106,6,10637300,1,60,44.13207936286926,0.024904966354370117,52,67,15,67,65,67,2,67,0.25,max,True
6,96372106,6,10637301,1,60,0.12466621398925781,0.012732267379760742,32,46,14,46,40,46,6,46,0.25,max,True
7,96372106,6,10637302,1,60,0.9495384693145752,0.017291545867919922,50,73,23,73,67,73,6,73,0.25,max,True
8,96372106,6,10637303,1,60,0.014962196350097656,0.005684375762939453,32,45,13,45,37,41,4,41,0.25,max,True
9,96372106,6,10637304,1,60,0.028922557830810547,0.004237651824951172,32,46,14,46,43,46,3,46,0.25,max,True
10,96372106,6,10637305,1,60,0.3072364330291748,0.004599809646606445,40,53,13,53,48,52,4,52,0.25,max,True
11,96372106,6,10637306,1,60,0.11293578147888184,0.04742312431335449,39,57,18,57,48,52,4,52,0.25,max,True
12,96372106,6,10637307,1,60,0.17700815200805664,0.005240201950073242,44,63,19,63,57,63,6,63,0.25,max,True
13,96372106,6,10637308,1,60,0.1910417079925537,0.018363237380981445,44,55,11,55,51,57,6,57,0.25,max,True
14,96372106,6,10637309,1,60,0.07875967025756836,0.006127834320068359,33,47,14,47,37,47,10,47,0.25,max,True
15,96372106,6,10637310,1,60,30.482322216033936,0.004088640213012695,50,67,17,67,62,67,5,67,0.25,max,True
16,96372106,6,10637311,1,60,0.0070149898529052734,0.006285190582275391,42,56,14,56,49,56,7,56,0.25,max,True
17,96372106,6,10637312,1,60,0.027893543243408203,0.0033462047576904297,33,44,11,44,43,44,1,44,0.25,max,True
18,96372106,6,10637313,1,60,0.1306757926940918,0.006301403045654297,42,55,13,55,50,55,5,55,0.25,max,True
19,96372106,6,10637314,1,60,7.664156198501587,0.014129638671875,45,60,15,60,57,61,4,61,0.25,max,True
20,96372106,6,10637315,1,60,0.015997886657714844,0.0075070858001708984,46,66,20,66,59,65,6,65,0.25,max,True
21,96372106,6,10637316,1,60,1.4148149490356445,0.006238698959350586,51,76,25,76,67,77,10,77,0.25,max,True
22,96372106,6,10637317,1,60,0.01196908950805664,0.0055904388427734375,38,54,16,54,50,54,4,54,0.25,max,True
23,96372106,6,10637318,1,60,0.01297903060913086,0.009411096572875977,27,37,10,37,34,37,3,37,0.25,max,True
24,96372106,6,10637319,1,60,9.595983505249023,0.007483959197998047,51,68,17,68,60,67,7,67,0.25,max,True
25,96372106,6,10637320,1,60,0.008991718292236328,0.0027828216552734375,30,39,9,39,34,39,5,39,0.25,max,True
26,96372106,6,10637321,1,60,0.016954660415649414,0.0025446414947509766,32,44,12,44,36,44,8,44,0.25,max,True
27,96372106,6,10637322,1,60,0.09773826599121094,0.005307912826538086,38,48,10,48,45,47,2,47,0.25,max,True
28,96372106,6,10637323,1,60,0.01601386070251465,0.007056713104248047,37,49,12,49,44,49,5,49,0.25,max,True
29,96372106,6,10637324,1,60,0.0060214996337890625,0.0033135414123535156,35,45,10,45,39,45,6,45,0.25,max,True
30,96372106,6,10637325,1,60,0.021021127700805664,0.005205392837524414,34,48,14,48,46,48,2,48,0.25,max,True
31,96372106,6,10637326,1,60,0.14461231231689453,0.012259721755981445,48,63,15,63,54,63,9,63,0.25,max,True
32,96372106,6,10637327,1,60,0.07180666923522949,0.0034034252166748047,38,56,18,56,49,56,7,56,0.25,max,True
33,96372106,6,10637328,1,60,0.024939537048339844,0.003683805465698242,46,60,14,60,51,60,9,60,0.25,max,True
34,96372106,6,10637329,1,60,2.726398229598999,0.010096311569213867,44,58,14,58,50,58,8,58,0.25,max,True
35,96372106,6,10637330,1,60,0.018950939178466797,0.007023811340332031,36,51,15,51,44,51,7,51,0.25,max,True
36,96372106,6,10637331,1,60,0.03891801834106445,0.0039806365966796875,29,38,9,38,29,38,9,38,0.25,max,True
37,96372106,6,10637332,1,60,0.010982990264892578,0.00409698486328125,32,45,13,45,34,45,11,45,0.25,max,True
38,96372106,6,10637333,1,60,0.8427078723907471,0.0029211044311523438,37,53,16,53,41,53,12,53,0.25,max,True
39,96372106,6,10637334,1,60,0.09979033470153809,0.0031175613403320312,40,57,17,57,43,57,14,57,0.25,max,True
40,96372106,6,10637335,1,60,0.01994609832763672,0.0030205249786376953,22,27,5,27,25,27,2,27,0.25,max,True
41,96372106,6,10637336,1,60,3.750532865524292,0.006778240203857422,56,71,15,71,64,75,11,75,0.25,max,True
42,96372106,6,10637337,1,60,0.009979724884033203,0.0035371780395507812,32,44,12,44,40,44,4,44,0.25,max,True
43,96372106,6,10637338,1,60,0.27340149879455566,0.0054552555084228516,41,57,16,57,51,57,6,57,0.25,max,True
44,96372106,6,10637339,1,60,3.1850085258483887,0.007779836654663086,44,62,18,62,58,62,4,62,0.25,max,True
45,96372106,6,10637340,1,60,0.04587841033935547,0.005163669586181641,35,47,12,47,43,47,4,47,0.25,max,True
46,96372106,6,10637341,1,60,0.009979724884033203,0.006471157073974609,34,50,16,50,44,50,6,50,0.25,max,True
47,96372106,6,10637342,1,60,0.006982564926147461,0.005685567855834961,34,42,8,42,37,42,5,42,0.25,max,True
48,96372106,6,10637343,1,60,0.005989551544189453,0.0037865638732910156,32,41,9,41,36,41,5,41,0.25,max,True
49,96372106,6,10637344,1,60,0.0737607479095459,0.013307332992553711,36,52,16,52,47,49,2,49,0.25,max,True
50,96372106,6,10637345,1,60,0.2593691349029541,0.007153987884521484,52,68,16,68,65,70,5,70,0.25,max,True
